DATASET | RAW PREDICTION | CLEANED PREDICTION
HaluEval |  FAIL\n\nThe passage states that the first major sporting event at T-Mobile Arena was in Las Vegas, Nevada. The answer introduces New York as the location of the event, which contradicts the information in the passage. | FAIL
HaluEval |  FAIL\n\nThe passage states that Lee Unkrich came up with the original idea for Coco. | FAIL
HaluEval |  FAIL (The question asked about a band mate of Rick Lober, but Rick Lober was not mentioned in the passage.) | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that the drug trafficker in question operated in Harlem, not that he was from North Carolina specifically in the city. | FAIL
HaluEval |  FAIL\n\nThe proposed answer incorrectly identifies Judy Landers as the actress who appeared in "Dr. Alien," when in fact, Olivia Barash is the correct answer. The passage states that Olivia Barash appeared in "Dr. Alien," and the question asks for the name of the actress who appeared in that film as well as in "Repo Man" and "Little House on the Prairire." Therefore, the answer must be consistent with the information provided in the passage, which it is not. | FAIL
HaluEval |  PASS\n\nThe passage states that the Bern Minster is a Swiss Reformed cathedral and that the Swiss Reformed Church is the Reformed branch of Protestantism in Switzerland. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS\n\nThe passage states that the Kanni originated in South India, which is in Asia, while the origin of the Bloodhound is believed to be at the Abbey of Saint-Hubert, Belgium, which is in Europe. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nQuestion:\nWho plays the Marvel Comics character Karnak in the ABC television series "Inhumans"?\n\nAnswer:\nKenneth Leung\n\nQuestion:\nWhich comic book publisher is responsible for creating the Inhumans, a fictional race of superhumans?\n\nAnswer:\nMarvel Comics\n\nQuestion:\nWhich actor portrayed the Marvel Comics character Kid Omega in any film or television production?\n\nAnswer:\nKenneth Leung\n\nQuestion:\nWhich actor portrayed the Marvel Comics character Admiral Statura in | FAIL
HaluEval |  PASS\n\nSaeed Rizvi is identified as a film director in the passage, and John Huston is also identified as a film director. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nMark Ingram Jr. is a running back for the New Orleans Saints, but the passage does not mention that the university with the six national championships had its first Heisman Trophy winner drafted by the Saints. | FAIL
HaluEval |  PASS\n\nThe passage states that the man whose cabinet Thomas Walsh joined as Minister for Agriculture led the introduction of the Constitution of Ireland. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that Jonathan de Lancie is an American actor, director, producer, writer, singer, musician, and voice artist, but it does not mention that he is a philosopher. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Cave In is an American rock band that formed in Methuen, Massachusetts, and Grandaddy is an American indie rock band from Modesto, California. Therefore, the answer is not factually supported by the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nDavid Vincent and Troy Sanders are not members of the same band according to the passage. | PASS
HaluEval |  FAIL\n\nAmy Schumer was not mentioned in the passage. The correct answer is Amy Poehler. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe answer incorrectly states that Ken is not an actor, which contradicts the information in the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nAndy Wright was a sound editor for the 2016 war film directed by Mel Gibson, according to the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Harry Potter and the Half-Blood Prince was #3, so the answer should match the passage. The answer given is incorrect. | FAIL
HaluEval |  FAIL\n\nSerena Williams is the three-time defending champion mentioned in the passage. The answer introduces incorrect information. | FAIL
HaluEval |  PASS\n\nThe passage states that Sir William Douglas destroyed the castle across the river from Ochiltree Castle, which was built by the Auchinleck family in the 12th century. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage mentions that the Hewlett-Woodmere Public School District borders the New York City borough of Queens, but it does not provide any information about which specific part of Queens or which boroughs of Brooklyn (if any) the district borders. Therefore, the answer introducing the specific borough of Brooklyn is not factually supported by the passage. | FAIL
HaluEval |  FAIL\n\nThe passage mentions an Emmy Award nomination for Charles Kimbrough, but it does not mention any Grammy Awards. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nEthan Suplee, not Jaime Pressly, is an American actor known for his roles as the "Rubberband Man" in an advertising campaign for OfficeMax. The passage states that Eddie Steeples is the actor known for this role. | FAIL
HaluEval |  PASS\n\nAnswer is fully supported by the passage. | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage mentions that the 2013–14 Sheffield Shield season is the domestic first-class cricket competition of Australia, and the 2013–14 Ashes series is a Test cricket series between England and Australia. The answer "cricket" is fully supported by the passage as it is the sport mentioned in both the Sheffield Shield season and the Ashes series. | PASS
HaluEval |  FAIL\n\nThe passage states that Janet Patricia Gardner was born on March 17, 1962, and Myles Richard Kennedy was born on November 27, 1969. Therefore, Myles Kennedy is older than Janet Gardner. | FAIL
HaluEval |  FAIL\n\nThe passage states that Fabrique Nationale Herstal (FN Herstal) is a leading firearms manufacturer located in Herstal, Belgium, and is owned by the holding company Herstal Group which is owned by the regional government of Wallonia. It does not mention that the Beretta Model 12 is made by the Belgian government itself. | FAIL
HaluEval |  PASS\n\nThe passage states that Julie Cooper is the MP for Burnley, which includes the electoral ward of Gawthorpe. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Tumba Silva lost to Clemente Russo in the first round of the 2012 Olympics. Therefore, the answer is not factually supported by the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that Alexander Povetkin is a Russian boxer, and the question asks for the nationality of the man who defeated Javier Mora (which is stated to be Alexander Povetkin in the passage). Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that Shaoyang is in Hunan province, People's Republic of China, and Haiyang is in Shandong province, People's Republic of China. Therefore, the answer is fully supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that King Abdullah passed away in 2015, but it does not provide information about when Yahya Al Bishri designed garments for him. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that Ximena Navarrete was the winner of the Miss Universe pageant in which La Toya Woods competed. | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that the Threepenny Opera includes insertion ballads by François Villon and Rudyard Kipling. It does not state that Rudyard Kipling was involved in the adaptation of the opera from The Beggar's Opera. | FAIL
HaluEval |  FAIL. The passage states that the league was officially called National League A prior to the 2017-2018 season. | FAIL
HaluEval |  PASS | PASS
HaluEval |  The answer is correct, but it is important to note that the passage states Milton Friedman founded EdChoice, but it does not provide the year of its founding. Therefore, the answer is factually supported by the passage, but it also includes additional information that is not explicitly stated in the passage.\n\nPASS (with a caution that the answer goes beyond the information provided in the passage) | PASS
HaluEval |  FAIL\n\nThe passage states that The Brothers Creeggan is composed of Jim Creeggan, Andy Creeggan, and Ian McLauchlan, making a total of 3 members. The dB's, on the other hand, have 4 members according to the passage (Peter Holsapple, Chris Stamey, Will Rigby, and Gene Holder). Therefore, The dB's have more members than The Brothers Creeggan. | FAIL
HaluEval |  PASS\n\nAnswer is factually supported by the passage. Veronica is in the Plantaginaceae family and Ulex is in the Fabaceae family as stated in the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe answer introduces information not present in the passage, which states that Andros Rodriguez is a producer for the singer, but it does not specify that he produced both of her albums. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage does not provide enough information to determine which musician has had more diverse job experiences based on the given text alone. | FAIL
HaluEval |  PASS\n\nExplanation:\nThe passage mentions that Jinchang is in the People's Republic of China, which is in Asia, and Liling is in China. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that Christian Marquand directed the film "Candy" in which Ewa Aulin starred. Stanley Kubrick was not mentioned in the passage as the director of the film. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS\n\n(The passage does not provide enough information to determine which individual has the higher filming skills, but it does not contradict the statement that both have exceptional filming skills.) | PASS
HaluEval |  PASS | PASS
HaluEval |  Based on the information provided in the passage, the answer is factually supported. Yuxi is identified as a prefecture-level city, while Lufeng is identified as a county-level city administered as part of a prefecture-level city. Therefore, Lufeng is a lower level city than Yuxi.\n\nPASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  Marco Martins is a Portuguese film director, while Kamal Haasan is an Indian film actor, director, screenwriter, producer, playback singer and lyricist. Based on the information provided in the passage, Kamal Haasan has a wider scope of profession than Marco Martins.\n\nAnswer: PASS | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that Bryan Howard was born on October 7, 1976, and Maurice Greene was born on July 23, 1974. The answer correctly identifies that Maurice Greene was born before Bryan Howard, but only by a few months. The answer does not introduce any new information or contradict the passage. | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that Walter Lang was an American film director. The answer correctly identifies Walter Lang as having more movie-related occupations, which is a fact supported by the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nGeorge Melford was an American stage and film actor, director, producer, and screenwriter. The answer correctly states that he was a film actor, but it also correctly states that he had other roles in the film industry.\n\nGiuseppe Tornatore is an Italian film director and screenwriter. He is not mentioned as being an actor in the passage.\n\nTherefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that Hiwassee Dam is the third highest dam in the TVA system, behind Fontana and Watauga dams. The answer incorrectly states that the hydroelectric dam on the Little Tennessee River in Swain and Graham counties is the highest in the TVA system. | FAIL
HaluEval |  FAIL\n\nThe passage states that "Beyond Hatred" is a French documentary. Therefore, the answer is incorrect. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Philip J. Fry is the main protagonist of Futurama and has done voice-overs for various characters on the show, including Ren and Stimpy, Professor Farnsworth, Dr. Zoidberg, and Zapp Brannigan. It does not state that Philip J. Fry voices the character Philip J. Fry on Futurama. | FAIL
HaluEval |  FAIL\n\nThe question asks about the Miami Dolphins, but the answer is about the Kansas City Chiefs. | FAIL
HaluEval |  FAIL\n\nThe answer incorrectly states that Alan Leech, who played Marcus Agrippa in Rome, is also Tom Branson in Downton Abbey. The passage states that Alan Leech played Tom Branson in Downton Abbey and Marcus Agrippa in Rome, but it does not mention that these are the same actor. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL. The passage states that A.L. Rowse wrote about Sonnet 154. | FAIL
HaluEval |  FAIL\n\nThe passage does not mention "London Life" being the insurance company that occupied the office. | FAIL
HaluEval |  FAIL\n\nThe passage only mentions that the Tahltan Bear Dog is believed to be extinct. It does not mention the extinction status of the Stichelhaar. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Junta is designed by Vincent Tsao and Medici is designed by Reiner Knizia. Therefore, the answer introducing Reiner Knizia as the designer of Junta is not factually supported by the passage. | FAIL
HaluEval |  FAIL\n\nThe passage does not mention that Catherine Wheel is from a coastal town other than Great Yarmouth in England. The passage only mentions that The Go-Betweens are from Brisbane, Queensland, Australia, which is a coastal city, but it does not explicitly state that they are a coastal town band. | FAIL
HaluEval |  FAIL\n\nDel Lord was born before Wang Xiaoshuai, according to the passage. Therefore, the proposed answer is incorrect. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that The Last Word is a gin-based prohibition-era cocktail and The Orgasm is a cocktail that can be served either on the rocks or layered and drunk as a shooter. Both of these statements imply that they are alcoholic beverages. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Armand Schaefer was a Canadian producer. Therefore, the answer introducing Melville Shavelson as an American producer contradicts the information in the passage. | FAIL
HaluEval |  PASS\n\nThe passage states that Jackson Heights, Queens is located in the United States. The answer correctly identifies the country where the neighborhood is located. | PASS
HaluEval |  PASS\n\n(The passage states that Too Much Joy formed in Scarsdale, New York, and The Jesus and Mary Chain formed in East Kilbride, Scotland.) | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nAnswer should be Seed of Chucky. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Baraka was released in 1992 and Born Rich was filmed primarily between 1999-2001 but the release year is not mentioned. However, it does not provide enough information to determine which documentary was released first based on the given information. | FAIL
HaluEval |  FAIL\n\nThe passage states that Aaroh was formed in 1998 and Goldfinger was formed in 1994. Therefore, Goldfinger was formed before Aaroh. | FAIL
HaluEval |  FAIL\n\nThe passage does not mention that Stephen Malkmus wrote the song for his daughter. It only states that he wrote and performs the song. | FAIL
HaluEval |  FAIL\n\nThe passage states that Gao'an was a city, and that Zhangjiagang was formerly a county-level city under the administration of Suzhou. It does not mention anything about Gao'an being formerly known as Shazhou County. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage does not provide enough information to determine which individual has a greater professional scope. Both Géza von Cziffra and Henry Selick have worked as film directors and screenwriters, but the passage does not provide any information about the scope or extent of their careers beyond that. | FAIL
HaluEval |  PASS\n\nExplanation:\nThe passage states that David Jason is an English actor and best known for his roles in "Only Fools and Horses" and "A Touch of Frost." The answer correctly identifies David Jason as Sir David John White. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that the writer of "Heroin" was born in 1942. | FAIL
HaluEval |  FAIL\n\nThe passage states that Jennifer Kent is an Australian actress, writer, and director. It also mentions that "The Babadook" (2014) is her directorial debut. Therefore, the answer is not factually supported by the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that "One New Change is a major office and retail development in London, it comprises 220000 sqft of retail space." Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that Joe Cornish co-wrote "Ant-Man" with Edgar Wright, Adam McKay, and Paul Rudd. It does not mention John McKay as a co-writer. | FAIL
HaluEval |  FAIL\n\nThe author, Eoin Colfer, was born in 1965, according to the passage. | FAIL
HaluEval |  FAIL\n\nThe passage states that Apocalyptica was formed in 1993. Therefore, it is impossible for "I'm Not Jesus" to have been written before that year. | FAIL
HaluEval |  FAIL. The passage mentions that Maximum PC covers hacker culture and various other topics, but it does not mention anything about cowboy culture. | FAIL
HaluEval |  FAIL\n\nThe passage does not mention that Barbara Nichols played villainous or serious roles in Manfish or any of her other films. | FAIL
HaluEval |  PASS\n\nExplanation:\nThe passage mentions that "A Separate Peace is a 1972 American drama film" and that "George Segal is known for his roles in films such as 'Ship of Fools' (1965), 'King Rat' (1965), 'Who's Afraid of Virginia Woolf?'." Therefore, the answer "film" is fully supported by the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nAnswer is factually supported by the passage as it correctly identifies Rex Wilson as a film director and Scott Treleaven as an artist who uses various mediums, including a non-mentioned film, but the focus of his work is not solely on film. | PASS
HaluEval |  PASS\n\nThe passage states that "Morrison v. Olson, is a United States federal court case in which the Supreme Court of the United States decided that the Independent Counsel Act was constitutional." Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that The Great Mall of the Bay Area was built by Ford Motor Land Development and Petrie Dierman Kughn in 1994. The answer provided, stating that it was built by the Ford Motor Company in 1984, contradicts the information in the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL: The passage states that Fred Savage directed the episode, not that he wrote it. | FAIL
HaluEval |  PASS\n\nExplanation:\nThe passage states that Geoff Rickly is a member of three bands: Thursday, United Nations, and No Devotion. Denis Bélanger is only mentioned as the vocalist and lyricist of Voivod. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that DEF CON is held annually in Las Vegas, Nevada. The answer correctly identifies the city and state where the convention takes place. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nGiuseppe Andrews was born in 1979, as stated in the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Massimiliano Fuksas was born in 1944. | FAIL
HaluEval |  PASS\n\nExplanation:\nThe passage states that the Griffon is considered a German breed because Korthals' kennel was located in Germany, and the Giant Schnauzer is a breed developed in Germany. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that the fossil record of the order Sirenia is 50 million years old. The answer introduces an unsupported addition of 5 million years to the fossil record age. | FAIL
HaluEval |  FAIL\n\nThe passage states that the 993 generation of the Porsche 911 was manufactured and sold between late 1993 and early 1998. Therefore, the answer should be "1998" without any additional information. However, the question includes the statement that the 997 was manufactured and sold between 2004 (as Model Year 2005) and 2012. This information is not present in the passage and is not relevant to the answer, so it should not be included in the answer. Therefore, the | FAIL
HaluEval |  PASS\n\nThe passage states that the historically comprised provinces of the Argentine province governed by Juan Jufré were San Juan, San Luis, and Mendoza. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS\n\n(Note: The passage states that Ronnie Van Zant was the lead vocalist of Lynyrd Skynyrd and Mick Jones was a British musician, singer, and songwriter best known as the lead guitarist, co-lead vocalist of The Clash. The answer correctly identifies that they were lead singers of different bands, as stated in the passage.) | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that Governor Sam Brownback was elected Governor of Kansas in 2010. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage mentions that the Airbus A350 XWB aircraft has fuselage and wing structures made primarily of carbon-fibre-reinforced polymer, not Kevlar. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that James Wan is a Malaysian-Australian film director, screenwriter, and producer. It does not mention Gary Dauberman as a producer for "Annabelle". | FAIL
HaluEval |  PASS\n\nAnswer: "Labatt Open" would also be a valid answer, but "Labatt Brewing Company" is an acceptable synonym for the sponsor mentioned in the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that Robert Hooke coined the term hymenophore. The answer, however, proposes that John Locke coined the term, which is not supported by the passage. | FAIL
HaluEval |  FAIL\n\nThe passage states that Anthony Jung currently plays for Brøndby on loan from RB Leipzig. The answer introduces the information that Brondby is a Danish association football club, which is not stated in the passage. | FAIL
HaluEval |  PASS (Melvin Frank is identified as a filmmaker - director in the passage, and the answer correctly states that both individuals are filmmakers - directors.) | PASS
HaluEval |  PASS\n\nThe passage states that the AR-15 is based on the M16 rifle, and the question asks for the name of the rifle that is the basis for the AR-15 with the specifications given. The answer matches the information in the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that Miranda July is an American film director, screenwriter, actor, author, and artist. The answer introduces the information that Miranda July is an American artist without it being explicitly stated in the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nDavid Draiman is identified as a vocalist in the passage, and Kip Winger is identified as a rock musician. The passage does not state that Kip Winger is not a vocalist. | FAIL
HaluEval |  FAIL. Mark Twain is not the creator of "Only Fools and Horses." John Sullivan is. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nAnswer is fully supported by the passage. The passage states that "Oliver Cromwell was appointed Lord Protector of the Commonwealth under the terms of the Instrument of Government in 1653." The answer correctly identifies this event as "Cromwell's rise to power in 1653." | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nLeah Meyerhoff and Dee Rees are both identified as directors and screenwriters in the passage. | PASS
HaluEval |  FAIL\n\nThe passage does not provide information about the year of birth of the other actress in "Across the Moon" besides Elizabeth Peña. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL: The passage states that Maurice Hines was born on December 13, 1943. | FAIL
HaluEval |  FAIL\n\nThe passage states that Cross Damon won the Nobel Prize in Literature in 1957. The answer, however, states that the writer of the novel won the Nobel Prize in 1963. This information is not present in the passage and contradicts it, so the answer is a fail. | FAIL
HaluEval |  FAIL\n\nThe passage does not provide any information about the location of the brand and buying group being in Europe. | FAIL
HaluEval |  PASS\n\nThe passage states that Max Crocombe plays for Salford City Football Club, which is located in Salford, England. The answer correctly identifies the location of the football club where Max Crocombe plays. | PASS
HaluEval |  The passage mentions that one of the rappers featured on the mixtape, Shyne, is Belizean and his father is an attorney. Therefore, the answer is factually supported by the passage.\n\nPASS | PASS
HaluEval |  FAIL\n\nThe passage states that both Home on the Range and Ice Princess are American films. The answer contradicts the passage. | FAIL
HaluEval |  PASS\n\nThe passage states that the Northwest Montana Wetland Management District is part of the National Bison Range Complex, which includes the National Bison Range. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that Jack Elam served in the United States Navy during World War II. Therefore, the answer that he served in the Air Force is not factually supported by the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that Robert Wiene is a German film director, and Chris Buck is an American film director. The answer correctly identifies that they are not from the same country. | PASS
HaluEval |  FAIL\n\nThe passage states that the earthquake occurred on March 27, not on Christmas Day. | FAIL
HaluEval |  FAIL\n\nThe passage states that "The Cleveland Show" had a pilot episode in which the main character visits Stoolbend, Virginia. The answer incorrectly states that "Family Guy" had a pilot episode in Stoolbend. | FAIL
HaluEval |  FAIL\n\nThe passage does not mention anything about HMS "Sussex" being a Spanish ship or being captured by the English during the Tudor era. | FAIL
HaluEval |  FAIL. The passage states that "The Little Sisters of Eluria" was included in Stephen King's collection "Everything's Eventual". | FAIL
HaluEval |  FAIL\n\nThe passage states that The Church was formed in Sydney in 1980, but it does not provide any information about when Donnette Thayer formed Hex with Steve Kilbey. | FAIL
HaluEval |  FAIL\n\nThe passage states that there are sixteen species in the genus Dacrydium. There is no mention of the number of species in the genus Tecophilaea. | FAIL
HaluEval |  PASS\n\nThe passage states that Canton Road Station was to be located beneath Harbour City in Tsim Sha Tsui, Hong Kong. The answer correctly identifies the location of the shopping mall where the planned railway station was to be located. | PASS
HaluEval |  FAIL\n\nThe passage does not mention the "Oklahoma Strip" as the temporary land area where the Choctaw nation moved. | FAIL
HaluEval |  FAIL\n\nThe passage does not mention that Todd Woodbridge and Radek Štěpánek work as commentators for ESPN. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nWilhelm von Lenz died on 7 January 1883, according to the passage. The answer provided is incorrect. | FAIL
HaluEval |  FAIL. The passage states that "Finest Worksong" is the third and final single released from R.E.M.'s fifth studio album "Document," which was released on September 1, 1987. The answer contradicts this information by stating that it was the first single from their fourth studio album, "Life's Rich Pageant." | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that Anatoly Ivanovich Maltsev was born before Vladimir Alexandrovich Voevodsky. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that Flea is best known as a bassist from the Red Hot Chili Peppers and that he appears on an album by Ziggy Marley called Dragonfly. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe answer introduces incorrect information about the formation location of Sleep Room. The passage states that Sleep Room is an English alternative rock band from Reading, Berkshire. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Westchester County was established in 1683. Therefore, the answer is not factually supported by the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that Interstate 20 travels through Conyers, which is the only city in Rockdale County, Georgia. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage does not provide any information about the year Michel Sarrazin immigrated one year after the cession of New France to Great Britain and Spain. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe question asked for the name of the actress who starred in The Silent House and was nominated for the Broadcast Film Critics Association Award for Best Actress. The answer provided incorrectly stated that no such actress existed. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  The answer does not provide specific information about the population of the city in 2011 as stated in the question. It only mentions that the population increased from 2007 to 2011. Therefore, the answer is not factually supported by the passage and fails the evaluation.\n\nAnswer: FAIL | FAIL
HaluEval |  FAIL\n\nThe passage does not mention that Bjørn Lomborg conceived the Copenhagen Consensus project while at Harvard. | FAIL
HaluEval |  FAIL (The question asked about a different team, the Iowa Hawkeyes, and the answer provided information not present in the passage about the Missouri Tigers playing the Arizona State Sun Devils in the Insight Bowl.) | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nAdriana Trigiani is based in Greenwich Village, New York City, according to the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage does not mention the town hall of Sankt Ulrich bei Steyr. It only mentions Steyr Mannlicher, which is a firearms manufacturer based in that town. | FAIL
HaluEval |  PASS\n\nExplanation:\nThe passage states that Kay Panabaker stars as Jamie Bartlett and Danielle Panabaker is her older sister. The answer correctly identifies Danielle Panabaker as the older sister of Kay Panabaker, who plays Jamie Bartlett in the passage. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that Peter Julian Curtin appeared in "The Plough and the Stars" with Wendy Hughes, but it does not provide any information about which film set they were on or if any films were being made during that time. The answer introduces the information about the film set, which is not supported by the passage. | FAIL
HaluEval |  PASS\n\nThe passage states that the Westgate Las Vegas Resort & Casino is in Winchester, Nevada. The answer correctly identifies Winchester, Nevada, as the city where the recording took place based on the information provided in the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that the team was established in 1995. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that Ilana Kloss attended the ribbon-cutting ceremony for Kastles Stadium at The Wharf. The answer correctly identifies Ilana Kloss as the person who attended the ceremony. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that "65 others were injured" on Aloha Airlines Flight 243. The answer correctly repeats this information. | PASS
HaluEval |  FAIL\n\nThe passage states that the Toronto Tomahawks moved to Nassau Veterans Memorial Coliseum following the completion of their 1974 season. | FAIL
HaluEval |  FAIL\n\nThe passage mentions "Love Never Dies" as the musical written by Ben Elton and Andrew Lloyd Webber. | FAIL
HaluEval |  FAIL\n\nThe passage mentions Garth Brooks, but it does not mention Chris Gaines or the song "Not Counting You." Therefore, the answer cannot be factually supported by the passage. | FAIL
HaluEval |  FAIL\n\nThe passage states that The Cosmopolitan was first published in 1886. | FAIL
HaluEval |  PASS | PASS
